epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,619.611,1.22001,1.37833,1.6219,0.5976,0.63173,0.68018,0.44827,1.29929,2.11547,1.56468,0.00058539,0.00058539,0.00058539
43,634.062,1.21682,1.37729,1.61833,0.72149,0.72495,0.77108,0.54004,1.13565,1.39268,1.49138,0.000580912,0.000580912,0.000580912
44,648.352,1.21181,1.3542,1.61914,0.66476,0.7253,0.73985,0.50074,1.23565,1.58771,1.53621,0.000576433,0.000576433,0.000576433
45,662.729,1.20853,1.34443,1.60436,0.65443,0.70815,0.69717,0.45395,1.27488,1.62319,1.55109,0.000571955,0.000571955,0.000571955
46,677.134,1.21023,1.32775,1.60094,0.74876,0.69986,0.739,0.49774,1.19063,1.47172,1.50191,0.000567477,0.000567477,0.000567477
47,691.493,1.22397,1.33919,1.62272,0.60951,0.64311,0.65435,0.43079,1.36813,1.86773,1.64663,0.000562998,0.000562998,0.000562998
48,705.815,1.19134,1.30205,1.5898,0.6737,0.70453,0.76716,0.52037,1.1912,1.41539,1.5199,0.00055852,0.00055852,0.00055852
49,720.362,1.20463,1.31082,1.60048,0.66264,0.73982,0.74318,0.50176,1.19008,1.51782,1.50626,0.000554042,0.000554042,0.000554042
50,734.922,1.18488,1.28369,1.5782,0.69,0.70448,0.77746,0.52995,1.1793,1.4532,1.50236,0.000549564,0.000549564,0.000549564
51,749.342,1.18956,1.28124,1.58111,0.66778,0.72656,0.77241,0.51925,1.18279,1.45618,1.48211,0.000545085,0.000545085,0.000545085
52,763.762,1.1646,1.2682,1.57026,0.68716,0.7362,0.75717,0.49915,1.19693,1.45043,1.50166,0.000540607,0.000540607,0.000540607
53,778.335,1.16689,1.26245,1.55743,0.71775,0.73421,0.80733,0.52919,1.17214,1.43647,1.49325,0.000536129,0.000536129,0.000536129
